year,n_countries,na_pop,na_hc,na_gdpcap,na_csh_c,na_csh_i,na_csh_g,na_csh_x,na_csh_m,na_rknacapita,na_region,na_n_countries,na_share_pop,na_share_hc,na_share_gdpcap,na_share_csh_c,na_share_csh_i,na_share_csh_g,na_share_csh_x,na_share_csh_m,na_share_rknacapita,na_share_region,na_share_n_countries,na_share_na_pop,na_share_na_hc,na_share_na_gdpcap,na_share_na_csh_c,na_share_na_csh_i,na_share_na_csh_g,na_share_na_csh_x,na_share_na_csh_m,na_share_na_rknacapita,na_share_na_region,na_share_na_n_countries
1962,183,70,77,70,70,70,70,70,70,71,0,0,0.3825136612021858,0.4207650273224044,0.3825136612021858,0.3825136612021858,0.3825136612021858,0.3825136612021858,0.3825136612021858,0.3825136612021858,0.3879781420765027,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,183,70,77,70,70,70,70,70,70,71,0,0,0.3825136612021858,0.4207650273224044,0.3825136612021858,0.3825136612021858,0.3825136612021858,0.3825136612021858,0.3825136612021858,0.3825136612021858,0.3879781420765027,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,183,69,76,69,69,69,69,69,69,70,0,0,0.3770491803278688,0.41530054644808745,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3825136612021858,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,183,69,76,69,69,69,69,69,69,69,0,0,0.3770491803278688,0.41530054644808745,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,183,69,76,69,69,69,69,69,69,69,0,0,0.3770491803278688,0.41530054644808745,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,183,69,76,69,69,69,69,69,69,69,0,0,0.3770491803278688,0.41530054644808745,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,183,69,76,69,69,69,69,69,69,69,0,0,0.3770491803278688,0.41530054644808745,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,183,69,76,69,69,69,69,69,69,69,0,0,0.3770491803278688,0.41530054644808745,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0.3770491803278688,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,183,26,54,26,26,26,26,26,26,27,0,0,0.14207650273224043,0.29508196721311475,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14754098360655737,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,183,26,54,26,26,26,26,26,26,27,0,0,0.14207650273224043,0.29508196721311475,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14754098360655737,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,183,26,54,26,26,26,26,26,26,27,0,0,0.14207650273224043,0.29508196721311475,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14754098360655737,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,183,26,54,26,26,26,26,26,26,27,0,0,0.14207650273224043,0.29508196721311475,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14754098360655737,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,183,26,54,26,26,26,26,26,26,27,0,0,0.14207650273224043,0.29508196721311475,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14754098360655737,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,183,26,54,26,26,26,26,26,26,27,0,0,0.14207650273224043,0.29508196721311475,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14207650273224043,0.14754098360655737,0,0,0,0,0,0,0,0,0,0,0,0,0
