country,reason
Maldives,Has NA in hc
Maldives,Has NA in csh_c
Maldives,Has NA in csh_i
Maldives,Has NA in csh_g
Maldives,Has NA in csh_x
Maldives,Has NA in csh_m
Maldives,Has NA in rknacapita
Mali,Has NA in pop
Mali,Has NA in gdpcap
Mali,Has NA in hc
Mali,Has NA in csh_c
Mali,Has NA in csh_i
Mali,Has NA in csh_g
Mali,Has NA in csh_x
Mali,Has NA in csh_m
Mali,Has NA in rknacapita
Malta,Has NA in pop
Malta,Has NA in gdpcap
Malta,Has NA in hc
Malta,Has NA in csh_c
Malta,Has NA in csh_i
Malta,Has NA in csh_g
Malta,Has NA in csh_x
Malta,Has NA in csh_m
Malta,Has NA in rknacapita
Mauritania,Has NA in pop
Mauritania,Has NA in gdpcap
Mauritania,Has NA in hc
Mauritania,Has NA in csh_c
Mauritania,Has NA in csh_i
Mauritania,Has NA in csh_g
Mauritania,Has NA in csh_x
Mauritania,Has NA in csh_m
Mauritania,Has NA in rknacapita
Mongolia,Has NA in pop
Mongolia,Has NA in gdpcap
Mongolia,Has NA in hc
Mongolia,Has NA in csh_c
Mongolia,Has NA in csh_i
Mongolia,Has NA in csh_g
Mongolia,Has NA in csh_x
Mongolia,Has NA in csh_m
Mongolia,Has NA in rknacapita
Montenegro,Has NA in pop
Montenegro,Has NA in gdpcap
Montenegro,Has NA in hc
Montenegro,Has NA in csh_c
Montenegro,Has NA in csh_i
Montenegro,Has NA in csh_g
Montenegro,Has NA in csh_x
Montenegro,Has NA in csh_m
Montenegro,Has NA in rknacapita
Montserrat,Has NA in pop
Montserrat,Has NA in gdpcap
Montserrat,Has NA in hc
Montserrat,Has NA in csh_c
Montserrat,Has NA in csh_i
Montserrat,Has NA in csh_g
Montserrat,Has NA in csh_x
Montserrat,Has NA in csh_m
Montserrat,Has NA in rknacapita
Mozambique,Has NA in pop
Mozambique,Has NA in gdpcap
Mozambique,Has NA in hc
Mozambique,Has NA in csh_c
Mozambique,Has NA in csh_i
Mozambique,Has NA in csh_g
Mozambique,Has NA in csh_x
Mozambique,Has NA in csh_m
Mozambique,Has NA in rknacapita
Myanmar,Has NA in pop
Myanmar,Has NA in gdpcap
Myanmar,Has NA in hc
Myanmar,Has NA in csh_c
Myanmar,Has NA in csh_i
Myanmar,Has NA in csh_g
Myanmar,Has NA in csh_x
Myanmar,Has NA in csh_m
Myanmar,Has NA in rknacapita
Namibia,Has NA in pop
Namibia,Has NA in gdpcap
Namibia,Has NA in hc
Namibia,Has NA in csh_c
Namibia,Has NA in csh_i
Namibia,Has NA in csh_g
Namibia,Has NA in csh_x
Namibia,Has NA in csh_m
Namibia,Has NA in rknacapita
Nepal,Has NA in pop
Nepal,Has NA in gdpcap
Nepal,Has NA in hc
Nepal,Has NA in csh_c
Nepal,Has NA in csh_i
Nepal,Has NA in csh_g
Nepal,Has NA in csh_x
Nepal,Has NA in csh_m
Nepal,Has NA in rknacapita
Niger,Has NA in pop
Niger,Has NA in gdpcap
Niger,Has NA in hc
Niger,Has NA in csh_c
Niger,Has NA in csh_i
Niger,Has NA in csh_g
Niger,Has NA in csh_x
Niger,Has NA in csh_m
Niger,Has NA in rknacapita
Nigeria,Has NA in hc
North Macedonia,Has NA in pop
North Macedonia,Has NA in gdpcap
North Macedonia,Has NA in hc
North Macedonia,Has NA in csh_c
North Macedonia,Has NA in csh_i
North Macedonia,Has NA in csh_g
North Macedonia,Has NA in csh_x
North Macedonia,Has NA in csh_m
North Macedonia,Has NA in rknacapita
Oman,Has NA in pop
Oman,Has NA in gdpcap
Oman,Has NA in hc
Oman,Has NA in csh_c
Oman,Has NA in csh_i
Oman,Has NA in csh_g
Oman,Has NA in csh_x
Oman,Has NA in csh_m
Oman,Has NA in rknacapita
Paraguay,Has NA in pop
Paraguay,Has NA in gdpcap
Paraguay,Has NA in hc
Paraguay,Has NA in csh_c
Paraguay,Has NA in csh_i
Paraguay,Has NA in csh_g
Paraguay,Has NA in csh_x
Paraguay,Has NA in csh_m
Paraguay,Has NA in rknacapita
Poland,Has NA in pop
Poland,Has NA in gdpcap
Poland,Has NA in hc
Poland,Has NA in csh_c
Poland,Has NA in csh_i
Poland,Has NA in csh_g
Poland,Has NA in csh_x
Poland,Has NA in csh_m
Poland,Has NA in rknacapita
Qatar,Has NA in pop
Qatar,Has NA in gdpcap
Qatar,Has NA in hc
Qatar,Has NA in csh_c
Qatar,Has NA in csh_i
Qatar,Has NA in csh_g
Qatar,Has NA in csh_x
Qatar,Has NA in csh_m
Qatar,Has NA in rknacapita
Republic of Korea,Has NA in pop
Republic of Korea,Has NA in gdpcap
Republic of Korea,Has NA in hc
Republic of Korea,Has NA in csh_c
Republic of Korea,Has NA in csh_i
Republic of Korea,Has NA in csh_g
Republic of Korea,Has NA in csh_x
Republic of Korea,Has NA in csh_m
Republic of Korea,Has NA in rknacapita
Republic of Moldova,Has NA in pop
Republic of Moldova,Has NA in gdpcap
Republic of Moldova,Has NA in hc
Republic of Moldova,Has NA in csh_c
Republic of Moldova,Has NA in csh_i
Republic of Moldova,Has NA in csh_g
Republic of Moldova,Has NA in csh_x
Republic of Moldova,Has NA in csh_m
Republic of Moldova,Has NA in rknacapita
Romania,Has NA in pop
Romania,Has NA in gdpcap
Romania,Has NA in hc
Romania,Has NA in csh_c
Romania,Has NA in csh_i
Romania,Has NA in csh_g
Romania,Has NA in csh_x
Romania,Has NA in csh_m
Romania,Has NA in rknacapita
Russian Federation,Has NA in pop
Russian Federation,Has NA in gdpcap
Russian Federation,Has NA in hc
Russian Federation,Has NA in csh_c
Russian Federation,Has NA in csh_i
Russian Federation,Has NA in csh_g
Russian Federation,Has NA in csh_x
Russian Federation,Has NA in csh_m
Russian Federation,Has NA in rknacapita
Rwanda,Has NA in pop
Rwanda,Has NA in gdpcap
Rwanda,Has NA in hc
Rwanda,Has NA in csh_c
Rwanda,Has NA in csh_i
Rwanda,Has NA in csh_g
Rwanda,Has NA in csh_x
Rwanda,Has NA in csh_m
Rwanda,Has NA in rknacapita
Saint Kitts and Nevis,Has NA in pop
Saint Kitts and Nevis,Has NA in gdpcap
Saint Kitts and Nevis,Has NA in hc
Saint Kitts and Nevis,Has NA in csh_c
Saint Kitts and Nevis,Has NA in csh_i
Saint Kitts and Nevis,Has NA in csh_g
Saint Kitts and Nevis,Has NA in csh_x
Saint Kitts and Nevis,Has NA in csh_m
Saint Kitts and Nevis,Has NA in rknacapita
Saint Lucia,Has NA in pop
Saint Lucia,Has NA in gdpcap
Saint Lucia,Has NA in hc
Saint Lucia,Has NA in csh_c
Saint Lucia,Has NA in csh_i
Saint Lucia,Has NA in csh_g
Saint Lucia,Has NA in csh_x
Saint Lucia,Has NA in csh_m
Saint Lucia,Has NA in rknacapita
Sao Tome and Principe,Has NA in pop
Sao Tome and Principe,Has NA in gdpcap
Sao Tome and Principe,Has NA in hc
Sao Tome and Principe,Has NA in csh_c
Sao Tome and Principe,Has NA in csh_i
Sao Tome and Principe,Has NA in csh_g
Sao Tome and Principe,Has NA in csh_x
Sao Tome and Principe,Has NA in csh_m
Sao Tome and Principe,Has NA in rknacapita
Saudi Arabia,Has NA in pop
Saudi Arabia,Has NA in gdpcap
Saudi Arabia,Has NA in hc
Saudi Arabia,Has NA in csh_c
Saudi Arabia,Has NA in csh_i
Saudi Arabia,Has NA in csh_g
Saudi Arabia,Has NA in csh_x
Saudi Arabia,Has NA in csh_m
Saudi Arabia,Has NA in rknacapita
Senegal,Has NA in pop
Senegal,Has NA in gdpcap
Senegal,Has NA in hc
Senegal,Has NA in csh_c
Senegal,Has NA in csh_i
Senegal,Has NA in csh_g
Senegal,Has NA in csh_x
Senegal,Has NA in csh_m
Senegal,Has NA in rknacapita
Serbia,Has NA in pop
Serbia,Has NA in gdpcap
Serbia,Has NA in hc
Serbia,Has NA in csh_c
Serbia,Has NA in csh_i
Serbia,Has NA in csh_g
Serbia,Has NA in csh_x
Serbia,Has NA in csh_m
Serbia,Has NA in rknacapita
Seychelles,Has NA in pop
Seychelles,Has NA in gdpcap
Seychelles,Has NA in hc
Seychelles,Has NA in csh_c
Seychelles,Has NA in csh_i
Seychelles,Has NA in csh_g
Seychelles,Has NA in csh_x
Seychelles,Has NA in csh_m
Seychelles,Has NA in rknacapita
Sierra Leone,Has NA in pop
Sierra Leone,Has NA in gdpcap
Sierra Leone,Has NA in hc
Sierra Leone,Has NA in csh_c
Sierra Leone,Has NA in csh_i
Sierra Leone,Has NA in csh_g
Sierra Leone,Has NA in csh_x
Sierra Leone,Has NA in csh_m
Sierra Leone,Has NA in rknacapita
Singapore,Has NA in pop
Singapore,Has NA in gdpcap
Singapore,Has NA in hc
Singapore,Has NA in csh_c
Singapore,Has NA in csh_i
Singapore,Has NA in csh_g
Singapore,Has NA in csh_x
Singapore,Has NA in csh_m
Singapore,Has NA in rknacapita
Sint Maarten (Dutch part),Has NA in pop
Sint Maarten (Dutch part),Has NA in gdpcap
Sint Maarten (Dutch part),Has NA in hc
Sint Maarten (Dutch part),Has NA in csh_c
Sint Maarten (Dutch part),Has NA in csh_i
Sint Maarten (Dutch part),Has NA in csh_g
Sint Maarten (Dutch part),Has NA in csh_x
Sint Maarten (Dutch part),Has NA in csh_m
Sint Maarten (Dutch part),Has NA in rknacapita
Slovakia,Has NA in pop
Slovakia,Has NA in gdpcap
Slovakia,Has NA in hc
Slovakia,Has NA in csh_c
Slovakia,Has NA in csh_i
Slovakia,Has NA in csh_g
Slovakia,Has NA in csh_x
Slovakia,Has NA in csh_m
Slovakia,Has NA in rknacapita
Slovenia,Has NA in pop
Slovenia,Has NA in gdpcap
Slovenia,Has NA in hc
Slovenia,Has NA in csh_c
Slovenia,Has NA in csh_i
Slovenia,Has NA in csh_g
Slovenia,Has NA in csh_x
Slovenia,Has NA in csh_m
Slovenia,Has NA in rknacapita
St. Vincent & Grenadines,Has NA in pop
St. Vincent & Grenadines,Has NA in gdpcap
St. Vincent & Grenadines,Has NA in hc
St. Vincent & Grenadines,Has NA in csh_c
St. Vincent & Grenadines,Has NA in csh_i
St. Vincent & Grenadines,Has NA in csh_g
St. Vincent & Grenadines,Has NA in csh_x
St. Vincent & Grenadines,Has NA in csh_m
St. Vincent & Grenadines,Has NA in rknacapita
State of Palestine,Has NA in pop
State of Palestine,Has NA in gdpcap
State of Palestine,Has NA in hc
State of Palestine,Has NA in csh_c
State of Palestine,Has NA in csh_i
State of Palestine,Has NA in csh_g
State of Palestine,Has NA in csh_x
State of Palestine,Has NA in csh_m
State of Palestine,Has NA in rknacapita
Sudan,Has NA in pop
Sudan,Has NA in gdpcap
Sudan,Has NA in hc
Sudan,Has NA in csh_c
Sudan,Has NA in csh_i
Sudan,Has NA in csh_g
Sudan,Has NA in csh_x
Sudan,Has NA in csh_m
Sudan,Has NA in rknacapita
Suriname,Has NA in pop
Suriname,Has NA in gdpcap
Suriname,Has NA in hc
Suriname,Has NA in csh_c
Suriname,Has NA in csh_i
Suriname,Has NA in csh_g
Suriname,Has NA in csh_x
Suriname,Has NA in csh_m
Suriname,Has NA in rknacapita
Syrian Arab Republic,Has NA in pop
Syrian Arab Republic,Has NA in gdpcap
Syrian Arab Republic,Has NA in hc
Syrian Arab Republic,Has NA in csh_c
Syrian Arab Republic,Has NA in csh_i
Syrian Arab Republic,Has NA in csh_g
Syrian Arab Republic,Has NA in csh_x
Syrian Arab Republic,Has NA in csh_m
Syrian Arab Republic,Has NA in rknacapita
Taiwan,Has NA in pop
Taiwan,Has NA in gdpcap
Taiwan,Has NA in hc
Taiwan,Has NA in csh_c
Taiwan,Has NA in csh_i
Taiwan,Has NA in csh_g
Taiwan,Has NA in csh_x
Taiwan,Has NA in csh_m
Taiwan,Has NA in rknacapita
Tajikistan,Has NA in pop
Tajikistan,Has NA in gdpcap
Tajikistan,Has NA in hc
Tajikistan,Has NA in csh_c
Tajikistan,Has NA in csh_i
Tajikistan,Has NA in csh_g
Tajikistan,Has NA in csh_x
Tajikistan,Has NA in csh_m
Tajikistan,Has NA in rknacapita
Togo,Has NA in pop
Togo,Has NA in gdpcap
Togo,Has NA in hc
Togo,Has NA in csh_c
Togo,Has NA in csh_i
Togo,Has NA in csh_g
Togo,Has NA in csh_x
Togo,Has NA in csh_m
Togo,Has NA in rknacapita
Tunisia,Has NA in pop
Tunisia,Has NA in gdpcap
Tunisia,Has NA in hc
Tunisia,Has NA in csh_c
Tunisia,Has NA in csh_i
Tunisia,Has NA in csh_g
Tunisia,Has NA in csh_x
Tunisia,Has NA in csh_m
Tunisia,Has NA in rknacapita
Turkmenistan,Has NA in pop
Turkmenistan,Has NA in gdpcap
Turkmenistan,Has NA in hc
Turkmenistan,Has NA in csh_c
Turkmenistan,Has NA in csh_i
Turkmenistan,Has NA in csh_g
Turkmenistan,Has NA in csh_x
Turkmenistan,Has NA in csh_m
Turkmenistan,Has NA in rknacapita
Turks and Caicos Islands,Has NA in pop
Turks and Caicos Islands,Has NA in gdpcap
Turks and Caicos Islands,Has NA in hc
Turks and Caicos Islands,Has NA in csh_c
Turks and Caicos Islands,Has NA in csh_i
Turks and Caicos Islands,Has NA in csh_g
Turks and Caicos Islands,Has NA in csh_x
Turks and Caicos Islands,Has NA in csh_m
Turks and Caicos Islands,Has NA in rknacapita
U.R. of Tanzania: Mainland,Has NA in pop
U.R. of Tanzania: Mainland,Has NA in gdpcap
U.R. of Tanzania: Mainland,Has NA in hc
U.R. of Tanzania: Mainland,Has NA in csh_c
U.R. of Tanzania: Mainland,Has NA in csh_i
U.R. of Tanzania: Mainland,Has NA in csh_g
U.R. of Tanzania: Mainland,Has NA in csh_x
U.R. of Tanzania: Mainland,Has NA in csh_m
U.R. of Tanzania: Mainland,Has NA in rknacapita
Ukraine,Has NA in pop
Ukraine,Has NA in gdpcap
Ukraine,Has NA in hc
Ukraine,Has NA in csh_c
Ukraine,Has NA in csh_i
Ukraine,Has NA in csh_g
Ukraine,Has NA in csh_x
Ukraine,Has NA in csh_m
Ukraine,Has NA in rknacapita
United Arab Emirates,Has NA in pop
United Arab Emirates,Has NA in gdpcap
United Arab Emirates,Has NA in hc
United Arab Emirates,Has NA in csh_c
United Arab Emirates,Has NA in csh_i
United Arab Emirates,Has NA in csh_g
United Arab Emirates,Has NA in csh_x
United Arab Emirates,Has NA in csh_m
United Arab Emirates,Has NA in rknacapita
Uzbekistan,Has NA in pop
Uzbekistan,Has NA in gdpcap
Uzbekistan,Has NA in hc
Uzbekistan,Has NA in csh_c
Uzbekistan,Has NA in csh_i
Uzbekistan,Has NA in csh_g
Uzbekistan,Has NA in csh_x
Uzbekistan,Has NA in csh_m
Uzbekistan,Has NA in rknacapita
Viet Nam,Has NA in pop
Viet Nam,Has NA in gdpcap
Viet Nam,Has NA in hc
Viet Nam,Has NA in csh_c
Viet Nam,Has NA in csh_i
Viet Nam,Has NA in csh_g
Viet Nam,Has NA in csh_x
Viet Nam,Has NA in csh_m
Viet Nam,Has NA in rknacapita
Yemen,Has NA in pop
Yemen,Has NA in gdpcap
Yemen,Has NA in hc
Yemen,Has NA in csh_c
Yemen,Has NA in csh_i
Yemen,Has NA in csh_g
Yemen,Has NA in csh_x
Yemen,Has NA in csh_m
Yemen,Has NA in rknacapita
Zambia,Has NA in pop
Zambia,Has NA in gdpcap
Zambia,Has NA in hc
Zambia,Has NA in csh_c
Zambia,Has NA in csh_i
Zambia,Has NA in csh_g
Zambia,Has NA in csh_x
Zambia,Has NA in csh_m
Zambia,Has NA in rknacapita
Zimbabwe,Has NA in pop
Zimbabwe,Has NA in gdpcap
Zimbabwe,Has NA in hc
Zimbabwe,Has NA in csh_c
Zimbabwe,Has NA in csh_i
Zimbabwe,Has NA in csh_g
Zimbabwe,Has NA in csh_x
Zimbabwe,Has NA in csh_m
Zimbabwe,Has NA in rknacapita
