country,year,pop,rgdpnapc,growth,mm,hp_one_sided,regimes
Spain,1980-01-01,37488,16574,0.023971333250957683,0.039825004057368864,NA,Current Democracy
Spain,1981-01-01,37751,16440,-0.00808495233498252,0.034999802167867765,NA,Current Democracy
Spain,1982-01-01,37983,16618,0.010827250608272498,0.026958221376495096,NA,Current Democracy
Spain,1983-01-01,38184,16846,0.01372006258274161,0.020524700350654335,NA,Current Democracy
Spain,1984-01-01,38363,16928,0.004867624361866385,0.014562661043921576,NA,Current Democracy
Spain,1985-01-01,38535,17381,0.026760396975425316,0.015362592131831143,NA,Current Democracy
Spain,1986-01-01,38708,18028,0.03722455554916282,0.015669792881952683,NA,Current Democracy
Spain,1987-01-01,38881,19248,0.06767250942977587,0.020228923641028185,NA,Current Democracy
Spain,1988-01-01,39054,20436,0.061720698254364104,0.024665058342288215,NA,Current Democracy
Spain,1989-01-01,39215,21722,0.062928165981601,0.030160764465918477,NA,Current Democracy
Spain,1990-01-01,39351,22735,0.04663474818156699,0.03242710595897941,NA,Current Democracy
Spain,1991-01-01,39451,23425,0.030349681108423177,0.036270569303319976,NA,Current Democracy
Spain,1992-01-01,39645,23671,0.010501600853788595,0.03623800432787159,NA,Current Democracy
Spain,1993-01-01,39851,23166,-0.021334121921338323,0.032732585877463596,NA,Current Democracy
Spain,1994-01-01,40041,23690,0.02261935595268927,0.03450775903654588,NA,Current Democracy
Spain,1995-01-01,40218,24465,0.03271422541156599,0.03510314188015995,NA,Current Democracy
Spain,1996-01-01,40386,25017,0.022562844880441357,0.0336369708132878,NA,Current Democracy
Spain,1997-01-01,40556,25856,0.03353719470759886,0.0302234393410701,NA,Current Democracy
Spain,1998-01-01,40724,26949,0.04227258663366329,0.02827862817900002,NA,Current Democracy
Spain,1999-01-01,40889,28127,0.0437121971130654,0.02635703129214646,NA,Current Democracy
Spain,2000-01-01,41072,29481,0.04813879901873652,0.026507436375863412,NA,Current Democracy
Spain,2001-01-01,41359,30501,0.03459855500152642,0.026932323765173738,NA,Current Democracy
Spain,2002-01-01,41947,30902,0.01314710993082202,0.02719687467287708,NA,Current Democracy
Spain,2003-01-01,42712,31315,0.013364830755290935,0.030666769940540007,NA,Current Democracy
Spain,2004-01-01,43456,31823,0.016222257703975673,0.030027060115668646,NA,Current Democracy
Spain,2005-01-01,44196,32406,0.018320082958866335,0.028587645870398682,NA,Current Democracy
Spain,2006-01-01,44950,33211,0.024841078812565476,0.028815469263611095,NA,Current Democracy
Spain,2007-01-01,45789,33801,0.017765198277678973,0.027238269620619104,NA,Current Democracy
Spain,2008-01-01,46526,33643,-0.004674417916629703,0.022543569165589805,NA,Current Democracy
Spain,2009-01-01,46940,32181,-0.04345629105608895,0.013826720348674371,NA,Current Democracy
Spain,2010-01-01,47156,32042,-0.0043193188527391735,0.0085809085615268,NA,Current Democracy
Spain,2011-01-01,47324,31600,-0.013794394856750491,0.00374161357569911,NA,Current Democracy
Spain,2012-01-01,47355,30699,-0.028512658227848098,-4.2436324016790203e-4,NA,Current Democracy
Spain,2013-01-01,47200,30280,-0.013648653050587933,-0.003125711620755789,NA,Current Democracy
Spain,2014-01-01,47059,30819,0.01780052840158519,-0.002967884550994837,NA,Current Democracy
Spain,2015-01-01,47025,31847,0.033356046594633204,-0.0014642881874181502,NA,Current Democracy
Spain,2016-01-01,47024,30110,-0.05454202907652217,-0.009402598976326915,NA,Unclassified
